ratio_to_median_purchase_price,used_chip,used_pin_number,online_order,distance_from_home*distance_from_last_transaction,fraud
0.9117410324577881,1,0,1,0.4783601415136153,0
0.9746195524670402,1,0,1,0.7056231436235322,0
0.9697592925127281,0,0,0,0.6516770916663208,0
0.544284025415394,0,0,1,0.2736942057239073,0
0.7425767854745319,1,0,1,0.5230834865010916,0
0.5468072015619286,0,0,1,0.29815860630234337,0
0.9999999999999999,0,0,1,0.5401238070603663,1
0.6494729932644617,1,0,1,0.7964030701918189,0
0.848872344197599,1,0,1,0.4224043165497437,0
0.8191227013219486,0,0,0,0.2662657311442256,0
0.9999999999999999,1,0,1,0.5289987916938325,1
0.573004955692487,1,1,1,0.24713280125109224,0
0.7796451470688808,0,0,1,0.5497644603688351,0
0.5361917168992836,1,0,1,0.55319641780255,0
0.9999999999999999,0,0,0,0.5990135465855766,0
0.897720535538135,0,0,0,0.35143255826882663,0
0.4142587401875307,0,0,1,0.805185501919442,0
0.48715810257919906,1,0,1,0.3220063085226727,0
0.665257094845318,0,0,1,0.7902668743688964,0
0.8075518727014587,0,0,1,0.4980258478022736,0
0.7355526715551423,0,0,1,0.46312748436703466,0
0.8159132381563551,0,0,0,0.2766992817074474,0
0.9196185401930881,1,0,0,0.39563721881618324,0
0.8276143578992515,0,0,1,0.5287227263471631,0
0.8723520183348443,0,0,1,0.2531466001092257,0
0.5967120911211895,0,0,0,0.4188796132584383,0
0.8349344942304854,0,0,1,0.6187872084544694,0
0.7597192050155668,1,0,1,0.4645885172281862,0
0.9322460009565885,1,0,1,0.6351217694075855,0
0.5436746991239817,1,0,0,0.5269468640540629,0
0.8038064689224251,0,0,1,0.8459200171759326,0
0.5554975781102437,0,0,1,0.330028911609918,0
0.7588913028262035,1,0,1,0.655013670992091,0
0.6446515651712255,1,0,1,0.5896648789448763,0
0.6463983377973951,0,0,0,0.5381072996727241,0
0.7272951336668828,0,0,0,0.9332013656732663,0
0.5853593385210331,0,0,0,0.42421247237381576,0
0.5606497179087536,0,0,1,0.330204043609325,0
0.6063807819260398,0,0,0,0.5210877081851876,0
0.6521608837791932,0,0,1,0.4750407122024812,0
0.4822536571753571,0,0,0,0.7028427094795575,0
0.5981466610304375,1,1,0,0.40973419353183876,0
0.6296908569143335,1,0,0,0.6432864397852653,0
0.5190693043985788,0,0,1,0.6739023829445555,0
0.7711531147977213,0,0,1,0.35132069633151286,0
0.6086747970038118,1,0,0,0.7624537216970809,0
0.8100384530677361,0,0,1,0.45533501208187377,0
0.5864215436415848,0,0,1,0.3134363413896537,0
0.7942348466343774,1,0,1,0.6537968145524704,0
0.749373056922271,0,0,1,0.5391774315075347,0
0.4923418919524401,0,0,1,0.42959674451633784,0
0.6851215470678133,1,0,1,0.86974491415746,0
0.6798297995084885,1,0,0,0.659830378596895,0
0.6783202505380542,0,0,1,0.8619034067095739,0
0.7626603301628009,0,0,1,0.6728694984736252,0
0.8180223388699044,0,0,1,0.7564403109413502,0
0.5248249123712013,1,0,1,0.4180573292618711,0
0.9770272233485482,0,1,1,0.3265991643484753,0
0.807930203240207,0,0,1,0.2706993667460141,0
0.6286968148933171,0,0,1,0.35828032030421547,0
0.6685888113335753,0,0,1,0.629004028319715,0
0.9524288840331759,0,0,1,0.33037215741988013,0
0.7854224935396065,0,0,1,0.6631257515621454,0
0.6621421965081267,0,0,1,0.46770431661385126,0
0.7027557817618973,1,0,1,0.7362462623006633,0
0.38378759766169773,0,0,1,0.7871007538638465,0
0.5604992432676831,0,0,1,0.6986237187062697,0
0.8866118343124288,0,0,1,0.40236954595010277,0
0.5099014489699761,1,0,1,0.2728025841503172,0
0.6939250451842804,0,0,1,0.7559507761227616,0
0.5149211594699064,1,0,1,0.5669964022272724,0
0.8080806412336282,1,0,1,0.6044662852204665,0
0.9408569620170734,1,0,1,0.4563736625139889,0
0.8701192599000696,1,0,1,0.38775306539099225,0
0.9050599101856509,1,0,1,0.7734685932600597,0
0.8588420132203429,0,0,1,0.3445149134130179,0
0.8115085381885029,0,0,1,0.48198620756899757,0
0.9999999999999999,0,0,0,0.5934384659079313,1
0.7415926980249227,1,1,1,0.6762066150350738,0
0.6502815809531077,1,0,0,0.5422530646422563,0
0.8421279718123571,1,0,0,0.36388906942221766,0
0.9999999999999999,0,0,0,0.5804588172629781,0
0.500741599274185,1,0,1,0.5891482440673271,0
0.6421166494934588,1,0,0,0.26628544968385387,0
0.7312413567507213,0,0,1,0.3251988600896194,0
0.7513291532115411,0,0,1,0.5577083130645879,0
0.8469953821840891,1,0,1,0.6625420979918549,0
0.4218671930442226,1,0,0,0.4854521053790966,0
0.9488575526561194,0,0,0,0.5684151830979378,0
0.8869348001616268,0,0,1,0.7403692248789062,0
0.5687979166759838,0,0,1,0.4583318873524434,0
0.9999999999999999,1,1,0,0.7299365793159768,0
0.6646065287886584,1,0,0,0.5190744501025528,0
0.8238209645130892,0,0,0,0.647298649340078,0
0.5221296344290576,1,0,0,0.444228352843966,0
0.7237934500085543,0,0,1,0.3906554624864081,0
0.5995759191268695,0,0,1,0.6502626471091075,0
0.885725029555542,1,0,1,0.3880557641103436,0
0.7710074953870714,0,0,1,0.43697267652081345,0
0.5182906027168033,0,0,1,0.7931586830816808,0
0.7334008125382355,0,0,1,0.57855732360821,0
0.7165684963768266,1,0,0,0.8589208168835949,0
0.6997237006886283,1,0,0,0.6660722759445034,0
0.5985377941247795,0,0,1,0.5837753271436865,0
0.8666323810450896,0,0,1,0.7214247383184429,0
0.84972182021933,0,0,1,0.4166074582978812,0
0.5268827303914712,1,0,1,0.8874166354047669,0
0.6491712033933722,0,0,0,0.8922781854185067,0
0.3493075939459754,0,0,1,0.8756502385975713,0
0.6278860187792088,0,0,1,0.5763613015566319,0
0.7752851457678833,0,1,1,0.5955541078460972,0
0.864762395547143,0,0,0,0.5828524561206673,0
0.608445165045252,1,0,0,0.45185157864886294,0
0.6010121124431093,0,0,0,0.5821156383010634,0
0.7797209031481254,0,0,1,0.6903335436966416,0
0.9999999999999999,0,0,1,0.3098437988050588,1
0.7183355960330243,1,0,0,0.5927000082580235,0
0.8273047413716289,0,0,1,0.827951629996239,0
0.6280949103512438,0,1,0,0.7806907970408549,0
0.6807777973800889,0,0,0,0.7660809108236769,0
0.8517037400237455,1,0,0,0.8851174069609451,0
0.25495168049132233,1,0,1,0.45573958373390416,0
0.9999999999999999,0,0,1,0.6391983805520655,1
0.7736928225674488,1,0,1,0.6384888337686787,0
0.5723885770344439,1,1,0,0.79129776081401,0
0.8969535848922892,0,1,0,0.726621073171185,0
0.46138186122920993,0,0,1,0.5959776811745101,0
0.6155703378384672,0,0,1,0.6439591328850088,0
0.8181163045712265,1,0,0,0.7579113516336992,0
0.9999999999999999,0,0,1,0.4677760122599395,1
0.6060132795356027,0,0,1,0.8589208168835949,1
0.8630462047206745,0,0,0,0.7596944393981226,0
0.9999999999999999,0,0,0,0.5758133545723167,0
0.8662290572197027,0,0,0,0.520066490723657,0
0.8254432685969132,0,0,0,0.6894469709615361,0
0.618077729834831,1,0,0,0.7159950295987861,0
